  PID TTY           TIME CMD
15794 ??         0:04.79 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9797 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=52016203440 --shared-files --metrics-shmem-handle=1752395122,r,5601933300373526614,7126025912782967889,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=141
21415 ??         0:23.86 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
21416 ??         0:33.65 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
21494 ??         0:00.65 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Applications/Visual Studio Code.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=21416
21977 ??         0:00.52 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/ms-vscode.anycode-0.0.75/dist/anycode.server.node.js --node-ipc --clientProcessId=21416
23017 ??         0:00.39 node /Users/stuartgano/Library/pnpm/.tools/pnpm/9.15.9/bin/pnpm --filter @chainlit/app dev -- --host 127.0.0.1 --port 5173
23034 ??         0:15.96 node /Users/stuartgano/Documents/Everything App/chainlit/frontend/node_modules/.bin/../vite/bin/vite.js -- --host 127.0.0.1 --port 5173
23059 ??         0:25.43 /Users/stuartgano/Documents/Everything App/chainlit/frontend/node_modules/.pnpm/@esbuild+darwin-arm64@0.21.5/node_modules/@esbuild/darwin-arm64/bin/esbuild --service=0.21.5 --ping
24475 ??        17:47.96 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5263 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=27747604129 --shared-files --metrics-shmem-handle=1752395122,r,5008591128828644473,11596852933682403704,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=197
28694 ??         0:00.53 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/dbaeumer.vscode-eslint-3.0.16/server/out/eslintServer.js --node-ipc --clientProcessId=21416
29939 ??         0:00.02 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.108/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/stuartgano/Library/Application Support/Google/Chrome/Crashpad --metrics-dir=/Users/stuartgano/Library/Application Support/Google/Chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=141.0.7390.108 --handshake-fd=5
33099 ??         0:30.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5406 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28719607668 --shared-files --metrics-shmem-handle=1752395122,r,12492319649592589454,8401966161845730760,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=131
33170 ??         1:37.02 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5409 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28724801863 --shared-files --metrics-shmem-handle=1752395122,r,9658277875747134778,16228237465807597823,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=131
33606 ??         0:05.86 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5423 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28768029183 --shared-files --metrics-shmem-handle=1752395122,r,5153303939336581136,9301870418706967194,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=473
33610 ??         0:03.42 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5459 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28768474903 --shared-files --metrics-shmem-handle=1752395122,r,5988005325115951858,15869835209975026005,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=523
33612 ??         0:06.73 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5445 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28768664914 --shared-files --metrics-shmem-handle=1752395122,r,7611543653227558183,5855947029680628919,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=524
33613 ??         0:06.71 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5446 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28768671995 --shared-files --metrics-shmem-handle=1752395122,r,14098905617336499039,13109462018433859403,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=524
33616 ??         0:03.85 /System/Cryptexes/App/System/Library/CoreServices/PasswordManagerBrowserExtensionHelper.app/Contents/MacOS/PasswordManagerBrowserExtensionHelper chrome-extension://pejdijmoenmkgeppbflobdenhhabjlaj/
33684 ??         3:28.13 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5480 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28773125697 --shared-files --metrics-shmem-handle=1752395122,r,17652640730962962004,18080893331861061284,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=287
33685 ??         0:13.82 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5481 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28773460708 --shared-files --metrics-shmem-handle=1752395122,r,17292644585199671283,13859088439230108367,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=287
33689 ??         0:04.76 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5484 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28774404738 --shared-files --metrics-shmem-handle=1752395122,r,13613304818445492839,9687147124034712069,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=287
33770 ??         0:16.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5488 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=28779874173 --shared-files --metrics-shmem-handle=1752395122,r,449736786770894468,15196556466910689789,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=949
35448 ??         3:30.52 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
35465 ??         0:15.71 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
46186 ??         0:02.12 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
47037 ??         0:15.21 /usr/libexec/nehelper
49022 ??         0:21.96 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
51503 ??         0:14.58 /System/Library/CoreServices/audioaccessoryd
51960 ??         0:03.70 /usr/libexec/findmydeviced
52256 ??         0:02.08 /usr/sbin/distnoted agent
56828 ??         0:03.08 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=10160 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=53995429157 --shared-files --metrics-shmem-handle=1752395122,r,12056358422920873191,13582833649766714465,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=626
57466 ??        10:38.16 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1760636423454537 --launch-time-ticks=34887817189 --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --vscode-window-config=vscode:0958df55-f390-428c-8169-056db8ebe2c3 --seatbelt-client=72
57508 ??         8:22.36 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6588 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=34896700192 --shared-files --metrics-shmem-handle=1752395122,r,13375389198250018529,17864520643685004080,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=707
57625 ??         0:05.18 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
57961 ??         0:29.54 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
57969 ??         0:00.35 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync -AppleLanguages ("en")
60367 ??         9:46.60 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1760636423454537 --launch-time-ticks=35748285456 --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --vscode-window-config=vscode:4e9aa79c-18f0-47e6-a8f6-8343958ba479 --seatbelt-client=172
60436 ??         0:28.76 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
60437 ??         1:40.01 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
60479 ??         0:01.86 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Applications/Visual Studio Code.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=60437
60493 ??         0:01.66 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/github.vscode-github-actions-0.28.0/dist/server-node.js --node-ipc --clientProcessId=60437
60546 ??         0:01.52 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/ms-vscode.anycode-0.0.75/dist/anycode.server.node.js --node-ipc --clientProcessId=60437
61156 ??         0:01.67 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/dbaeumer.vscode-eslint-3.0.16/server/out/eslintServer.js --node-ipc --clientProcessId=60437
62341 ??         0:02.27 /System/Library/Frameworks/ManagedAppDistribution.framework/Support/managedappdistributionagent
62394 ??         0:14.12 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
63819 ??         0:00.66 /usr/libexec/rtcreportingd
64579 ??         0:37.25 /Library/Application Support/Adobe/Creative Cloud Libraries/CCLibrary.app/Contents/MacOS/../libs/node /Library/Application Support/Adobe/Creative Cloud Libraries/CCLibrary.app/Contents/MacOS/../js/server.js
66422 ??         0:04.36 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
67007 ??        18:36.46 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7057 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=37487161129 --shared-files --metrics-shmem-handle=1752395122,r,11725708997772636143,6414459489435484034,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=197
67312 ??         0:09.61 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
69876 ??         2:10.43 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7258 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=38427500459 --shared-files --metrics-shmem-handle=1752395122,r,7180510271583183108,9913231947807984186,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=773
72289 ??         0:00.49 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
75532 ??        25:16.97 /usr/libexec/diagnosticd
75653 ??         1:59.67 /usr/libexec/replayd
76488 ??         0:00.14 /Applications/Falcon.app/Contents/PlugIns/StaticAnalysis.bundle/Contents/XPCServices/FXPredictService.xpc/Contents/MacOS/FXPredictService
76583 ??         0:00.24 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
76924 ??         0:01.60 /System/Applications/Podcasts.app/Contents/PlugIns/com.apple.podcasts.SpotlightIndexExtension.appex/Contents/MacOS/com.apple.podcasts.SpotlightIndexExtension -AppleLanguages ("en")
78184 ??         0:14.49 /Library/GoogleCorpSupport/bin/run_it -m /Library/GoogleCorpSupport/bin/gmac-scheduler
78185 ??         1:01.89 /Library/GoogleCorpSupport/bin/gmac-scheduler
79196 ??         3:50.59 /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
79471 ??         0:00.02 /Library/Application Support/Google/Endpoint Verification/ApiHelper chrome-extension://kngjcibmkbngcpnaoafbgkicpgmdehje/
79513 ??         0:00.01 /Library/Application Support/Google/Endpoint Verification/ApiHelper chrome-extension://kngjcibmkbngcpnaoafbgkicpgmdehje/
80436 ??         0:00.51 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
80439 ??         0:00.19 /usr/libexec/sandboxd
80561 ??         0:00.22 /usr/libexec/usermanagerd -t 15
80854 ??         0:15.68 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
80939 ??         0:01.37 /usr/libexec/knowledge-agent
81643 ??         0:19.69 /usr/libexec/duetexpertd
82417 ??         0:00.02 /Library/Application Support/Google/Endpoint Verification/ApiHelper chrome-extension://kngjcibmkbngcpnaoafbgkicpgmdehje/
82444 ??         0:03.09 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
82536 ??         0:00.31 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
82537 ??         0:00.89 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
82557 ??         0:00.07 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
